geo_point_2d,geo_shape,latitude,longitude,road_name,installed_year,range,type,date,easting,northing,projection,postcode,pc85th_kmh,volume_12h,volume_24h,comm_vhcl,peakvol,suburb_name,ward_name,gisfid
"-38.1152129484, 145.3378630174","{""coordinates"": [145.3378630174, -38.1152129484], ""type"": ""Point""}",-38.115212948437346,145.33786301735378,THOROUGHBRED DRIVE,2019,Between 50km/h and 60km/h,W,2019-08-26,354292,5780098,MGA2020 zone 55,3978,50.0,1096,1414,4.6,9.87,CLYDE NORTH,EDRINGTON,948
"-38.1461856018, 145.2859033915","{""coordinates"": [145.2859033915, -38.1461856018], ""type"": ""Point""}",-38.14618560176628,145.28590339153064,RIVERWOOD DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-16,349801,5776578,MGA2020 zone 55,3977,45.0,409,489,13.2,9.61,BOTANIC RIDGE,BALLA BALLA,950
"-38.1434753486, 145.286726506","{""coordinates"": [145.286726506, -38.1434753486], ""type"": ""Point""}",-38.14347534858738,145.28672650601644,RIVERWOOD DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-16,349867,5776880,MGA2020 zone 55,3977,41.0,186,217,14.5,9.68,BOTANIC RIDGE,BALLA BALLA,955
"-38.0956486765, 145.2992028952","{""coordinates"": [145.2992028952, -38.0956486765], ""type"": ""Point""}",-38.095648676468855,145.2992028951871,DARTMOOR DRIVE,2019,Between 40km/h and 50km/h,W,2019-08-26,350863,5782208,MGA2020 zone 55,3977,43.3,715,906,1.7,12.31,CRANBOURNE EAST,MAYFIELD,957
"-38.0110522912, 145.2872876404","{""coordinates"": [145.2872876404, -38.0110522912], ""type"": ""Point""}",-38.01105229118365,145.28728764036418,GUILDFORD CRESCENT,2019,Between 40km/h and 50km/h,W,2019-03-14,349646,5791576,MGA2020 zone 55,3805,46.9,139,183,7.26,13.12,NARRE WARREN,SPRINGFIELD,960
"-38.0053421959, 145.301093617","{""coordinates"": [145.301093617, -38.0053421959], ""type"": ""Point""}",-38.00534219586076,145.30109361704785,BARONDI AVENUE,2018,Between 50km/h and 60km/h,W,2018-03-14,350846,5792231,MGA2020 zone 55,3805,50.6,585,784,3.48,10.71,NARRE WARREN,FOUR OAKS,964
"-38.006962944, 145.3022723406","{""coordinates"": [145.3022723406, -38.006962944], ""type"": ""Point""}",-38.00696294399963,145.30227234063858,BARONDI AVENUE,2018,Between 50km/h and 60km/h,W,2018-03-14,350953,5792053,MGA2020 zone 55,3805,54.4,627,840,3.95,11.43,NARRE WARREN,FOUR OAKS,965
"-38.0351999467, 145.3083113642","{""coordinates"": [145.3083113642, -38.0351999467], ""type"": ""Point""}",-38.035199946723196,145.3083113642413,NORFOLK DRIVE,2019,Between 50km/h and 60km/h,W,2019-05-30,351540,5788930,MGA2020 zone 55,3805,52.0,1069,1431,1.2,8.53,NARRE WARREN,SPRINGFIELD,968
"-37.9903117559, 145.251903971","{""coordinates"": [145.251903971, -37.9903117559], ""type"": ""Point""}",-37.99031175588457,145.25190397102824,SHEOAK STREET,2018,Between 50km/h and 60km/h,W,2018-03-14,346496,5793819,MGA2020 zone 55,3177,56.4,991,1305,5.33,10.96,DOVETON,RIVER GUM,975
"-37.9606363223, 145.2792364678","{""coordinates"": [145.2792364678, -37.9606363223], ""type"": ""Point""}",-37.96063632233695,145.27923646778362,CHURCHILL PARK DRIVE,2019,Between 50km/h and 60km/h,W,2019-09-02,348835,5797157,MGA2020 zone 55,3156,54.5,2021,2459,2.1,16.03,LYSTERFIELD SOUTH,FOUR OAKS,976
"-38.016516628, 145.2784697146","{""coordinates"": [145.2784697146, -38.016516628], ""type"": ""Point""}",-38.01651662800294,145.27846971456032,HINRICHSEN DRIVE,2019,Between 50km/h and 60km/h,W,2019-03-14,348883,5790955,MGA2020 zone 55,3803,55.3,1801,2454,4.27,9.94,HALLAM,RIVER GUM,978
"-38.0573574485, 145.2961907127","{""coordinates"": [145.2961907127, -38.0573574485], ""type"": ""Point""}",-38.05735744846996,145.29619071273706,BARINGA PARK DRIVE,2019,More than 60km/h,W,2019-05-30,350521,5786452,MGA2020 zone 55,3805,60.9,2139,2768,4.1,10.91,NARRE WARREN SOUTH,SPRINGFIELD,980
"-38.0490312308, 145.2940380962","{""coordinates"": [145.2940380962, -38.0490312308], ""type"": ""Point""}",-38.0490312307902,145.2940380962041,SNEDDON DRIVE,2018,Between 40km/h and 50km/h,W,2018-03-02,350315,5787372,MGA2020 zone 55,3805,48.4,1387,1653,5.99,16.27,NARRE WARREN SOUTH,SPRINGFIELD,981
"-38.0605199265, 145.2874768609","{""coordinates"": [145.2874768609, -38.0605199265], ""type"": ""Point""}",-38.060519926458824,145.287476860874,STRATHAIRD DRIVE,2019,Between 50km/h and 60km/h,W,2019-03-20,349763,5786087,MGA2020 zone 55,3805,56.0,1659,2216,3.0,10.24,NARRE WARREN SOUTH,SPRINGFIELD,982
"-38.0551123932, 145.2879220673","{""coordinates"": [145.2879220673, -38.0551123932], ""type"": ""Point""}",-38.05511239321105,145.2879220672743,KERSHAW DRIVE,2018,Between 40km/h and 50km/h,W,2018-05-10,349791,5786687,MGA2020 zone 55,3805,41.1,1023,1361,9.17,9.04,NARRE WARREN SOUTH,SPRINGFIELD,983
"-38.1243738197, 145.2874716247","{""coordinates"": [145.2874716247, -38.1243738197], ""type"": ""Point""}",-38.12437381965788,145.28747162467084,EARLSTON CIRCUIT,2019,Between 50km/h and 60km/h,W,2019-05-30,349893,5779001,MGA2020 zone 55,3977,53.6,155,203,0.0,8.37,CRANBOURNE,BALLA BALLA,989
"-38.2069120706, 145.2351782946","{""coordinates"": [145.2351782946, -38.2069120706], ""type"": ""Point""}",-38.206912070591216,145.23517829462972,HASTINGS STREET,2020,Between 40km/h and 50km/h,W,2020-02-13,345484,5769756,MGA2020 zone 55,3912,40.4,319,391,7.9,11.0,PEARCEDALE,BALLA BALLA,990
"-38.1017603015, 145.2875049526","{""coordinates"": [145.2875049526, -38.1017603015], ""type"": ""Point""}",-38.10176030151772,145.28750495258996,BARKLY STREET,2019,Between 40km/h and 50km/h,W,2019-11-12,349850,5781510,MGA2020 zone 55,3977,48.1,216,285,3.15,9.97,CRANBOURNE,MAYFIELD,995
"-38.0295911323, 145.3164864153","{""coordinates"": [145.3164864153, -38.0295911323], ""type"": ""Point""}",-38.02959113234106,145.31648641534647,RICHARDSON STREET,2018,Between 50km/h and 60km/h,W,2018-03-02,352246,5789565,MGA2020 zone 55,3805,58.7,973,1408,4.3,9.45,NARRE WARREN,SPRINGFIELD,999
"-38.0276257527, 145.3101557928","{""coordinates"": [145.3101557928, -38.0276257527], ""type"": ""Point""}",-38.02762575265781,145.3101557927739,STEWART AVENUE,2018,Between 40km/h and 50km/h,W,2018-03-02,351687,5789773,MGA2020 zone 55,3805,43.3,1382,1744,4.07,12.96,NARRE WARREN,SPRINGFIELD,1000
"-38.1004677297, 145.2883321149","{""coordinates"": [145.2883321149, -38.1004677297], ""type"": ""Point""}",-38.10046772971046,145.28833211485934,NORMANBY STREET,2019,Between 50km/h and 60km/h,W,2019-11-12,349920,5781655,MGA2020 zone 55,3977,54.5,257,319,2.33,12.75,CRANBOURNE,MAYFIELD,1
"-38.0246927924, 145.2592044265","{""coordinates"": [145.2592044265, -38.0246927924], ""type"": ""Point""}",-38.024692792388464,145.2592044265164,NARELLAN DRIVE,2019,Between 40km/h and 50km/h,W,2019-08-26,347208,5790016,MGA2020 zone 55,3976,45.7,252,347,1.2,10.42,HAMPTON PARK,RIVER GUM,2
"-38.0110919639, 145.3067907775","{""coordinates"": [145.3067907775, -38.0110919639], ""type"": ""Point""}",-38.01109196386131,145.30679077751992,PROSPECT HILL ROAD,2019,Between 50km/h and 60km/h,W,2019-03-20,351358,5791603,MGA2020 zone 55,3805,55.0,1232,1635,1.9,8.81,NARRE WARREN,FOUR OAKS,6
"-38.0142396, 145.296784875","{""coordinates"": [145.296784875, -38.0142396], ""type"": ""Point""}",-38.01423960000449,145.2967848749663,WESTLEIGH CRESCENT,2019,Between 50km/h and 60km/h,W,2019-03-20,350486,5791237,MGA2020 zone 55,3805,51.0,129,167,3.4,8.98,NARRE WARREN,SPRINGFIELD,7
"-38.011290313, 145.2940602466","{""coordinates"": [145.2940602466, -38.011290313], ""type"": ""Point""}",-38.011290313016,145.29406024663362,GREENRIDGE AVENUE,2018,Between 50km/h and 60km/h,W,2018-03-02,350241,5791560,MGA2020 zone 55,3805,52.0,735,900,3.61,16.22,NARRE WARREN,SPRINGFIELD,8
"-38.028972599, 145.31131357","{""coordinates"": [145.31131357, -38.028972599], ""type"": ""Point""}",-38.028972598953175,145.31131356999137,KENT ROAD,2018,Between 50km/h and 60km/h,W,2018-03-02,351791,5789626,MGA2020 zone 55,3805,53.1,306,401,3.65,10.22,NARRE WARREN,SPRINGFIELD,12
"-38.1060806137, 145.2769137964","{""coordinates"": [145.2769137964, -38.1060806137], ""type"": ""Point""}",-38.10608061369901,145.27691379644693,HARRY STREET,2019,Between 40km/h and 50km/h,W,2019-11-12,348930,5781014,MGA2020 zone 55,3977,47.9,667,823,2.73,11.59,CRANBOURNE,MAYFIELD,13
"-38.1050674212, 145.270300327","{""coordinates"": [145.270300327, -38.1050674212], ""type"": ""Point""}",-38.10506742117452,145.27030032698505,JAMES COOK DRIVE,2019,More than 60km/h,W,2019-05-17,348348,5781116,MGA2020 zone 55,3977,60.0,2708,3593,4.4,9.8,CRANBOURNE,MAYFIELD,15
"-38.0502132657, 145.2735725432","{""coordinates"": [145.2735725432, -38.0502132657], ""type"": ""Point""}",-38.05021326572418,145.2735725432039,THE PARKWAY,2019,Between 40km/h and 50km/h,W,2019-02-26,348522,5787208,MGA2020 zone 55,3976,49.3,687,1016,3.03,8.27,HAMPTON PARK,RIVER GUM,18
"-38.042252718, 145.267325852","{""coordinates"": [145.267325852, -38.042252718], ""type"": ""Point""}",-38.04225271798956,145.26732585198425,HUNTINGTON DRIVE,2018,Between 50km/h and 60km/h,W,2018-08-16,347958,5788081,MGA2020 zone 55,3976,53.0,2271,3103,5.3,18.91,HAMPTON PARK,RIVER GUM,21
"-38.0685608479, 145.2776837106","{""coordinates"": [145.2776837106, -38.0685608479], ""type"": ""Point""}",-38.06856084794001,145.27768371060134,LAWLESS DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-22,348921,5785179,MGA2020 zone 55,3977,47.0,159,197,5.3,10.4,CRANBOURNE NORTH,MAYFIELD,23
"-38.1037232639, 145.259576559","{""coordinates"": [145.259576559, -38.1037232639], ""type"": ""Point""}",-38.10372326394475,145.25957655896437,WILLORA CRESCENT,2018,Between 50km/h and 60km/h,W,2018-06-23,347405,5781247,MGA2020 zone 55,3977,52.7,792,966,2.85,11.08,CRANBOURNE WEST,MAYFIELD,29
"-38.0492610483, 145.3384208407","{""coordinates"": [145.3384208407, -38.0492610483], ""type"": ""Point""}",-38.04926104833665,145.33842084068547,COUNTY DRIVE,2018,Between 50km/h and 60km/h,W,2018-03-02,354210,5787417,MGA2020 zone 55,3806,57.9,3042,4057,2.95,9.22,BERWICK,EDRINGTON,36
"-37.9629960132, 145.2818185297","{""coordinates"": [145.2818185297, -37.9629960132], ""type"": ""Point""}",-37.962996013170255,145.2818185297048,HALLAM NORTH ROAD,2019,Between 50km/h and 60km/h,W,2019-08-26,349067,5796899,MGA2020 zone 55,3802,50.1,2665,3289,2.5,14.09,ENDEAVOUR HILLS,FOUR OAKS,38
"-37.9680106095, 145.2688608892","{""coordinates"": [145.2688608892, -37.9680106095], ""type"": ""Point""}",-37.96801060946224,145.26886088918894,GLENEAGLES DRIVE,2019,Between 40km/h and 50km/h,W,2019-05-17,347939,5796322,MGA2020 zone 55,3802,48.0,1307,3434,5.4,14.12,ENDEAVOUR HILLS,FOUR OAKS,39
"-37.9802146243, 145.2536925951","{""coordinates"": [145.2536925951, -37.9802146243], ""type"": ""Point""}",-37.98021462427805,145.25369259509034,DANIEL SOLANDER DRIVE,2019,Between 50km/h and 60km/h,W,2019-08-06,346632,5794943,MGA2020 zone 55,3802,57.0,2412,2684,2.9,11.14,ENDEAVOUR HILLS,FOUR OAKS,40
"-38.1342260615, 145.3299165461","{""coordinates"": [145.3299165461, -38.1342260615], ""type"": ""Point""}",-38.134226061484206,145.32991654614415,BALLARTO ROAD,2018,More than 60km/h,W,2018-03-14,353634,5777976,MGA2020 zone 55,3978,65.0,893,1139,10.68,11.59,CLYDE,BALLA BALLA,46
"-38.2106565827, 145.3147831739","{""coordinates"": [145.3147831739, -38.2106565827], ""type"": ""Point""}",-38.21065658267584,145.31478317388718,CANNONS CREEK ROAD,2019,More than 60km/h,W,2019-11-12,352462,5769470,MGA2020 zone 55,3977,73.4,722,916,9.56,10.41,CANNONS CREEK,BALLA BALLA,47
"-38.2251064567, 145.3089997711","{""coordinates"": [145.3089997711, -38.2251064567], ""type"": ""Point""}",-38.225106456661365,145.30899977114277,CULGOA STREET,2019,Between 30km/h and 40km/h,W,2019-08-26,351985,5767858,MGA2020 zone 55,3980,30.7,88,102,1.9,19.64,WARNEET,BALLA BALLA,48
"-38.0564162415, 145.2843018797","{""coordinates"": [145.2843018797, -38.0564162415], ""type"": ""Point""}",-38.05641624153633,145.28430187971503,LANGBOURNE DRIVE,2018,Between 50km/h and 60km/h,w,2018-08-18,349476,5786537,MGA2020 zone 55,3805,57.0,1150,1680,6.1,13.75,NARRE WARREN SOUTH,SPRINGFIELD,50
"-38.0422924946, 145.3491156294","{""coordinates"": [145.3491156294, -38.0422924946], ""type"": ""Point""}",-38.042292494649395,145.34911562937089,JOHN FISHER DRIVE,2019,Between 40km/h and 50km/h,W,2019-08-26,355135,5788207,MGA2020 zone 55,3806,46.3,442,526,1.3,23.18,BERWICK,EDRINGTON,51
"-38.0345800136, 145.3553638334","{""coordinates"": [145.3553638334, -38.0345800136], ""type"": ""Point""}",-38.034580013592304,145.35536383341463,SCANLAN STREET,2020,Between 40km/h and 50km/h,W,2020-02-13,355668,5789073,MGA2020 zone 55,3806,47.1,220,265,6.4,16.23,BERWICK,EDRINGTON,52
"-38.067987879, 145.3024798406","{""coordinates"": [145.3024798406, -38.067987879], ""type"": ""Point""}",-38.06798787895543,145.30247984056408,ROBINSWOOD PARADE,2019,Between 40km/h and 50km/h,W,2019-05-30,351095,5785282,MGA2020 zone 55,3805,42.6,3337,4190,2.1,10.57,NARRE WARREN SOUTH,SPRINGFIELD,54
"-38.0684298397, 145.304931007","{""coordinates"": [145.304931007, -38.0684298397], ""type"": ""Point""}",-38.06842983974478,145.30493100698314,ROBINSWOOD PARADE,2019,Between 40km/h and 50km/h,W,2019-05-30,351311,5785237,MGA2020 zone 55,3805,47.6,3005,3732,2.7,11.04,NARRE WARREN SOUTH,SPRINGFIELD,55
"-38.063664293, 145.3222629288","{""coordinates"": [145.3222629288, -38.063664293], ""type"": ""Point""}",-38.063664293015094,145.32226292880674,VIEW PARK CIRCUIT,2018,Between 50km/h and 60km/h,W,2018-03-02,352821,5785793,MGA2020 zone 55,3805,52.6,411,544,3.85,12.13,NARRE WARREN SOUTH,SPRINGFIELD,62
"-38.0502923223, 145.2487990987","{""coordinates"": [145.2487990987, -38.0502923223], ""type"": ""Point""}",-38.0502923222937,145.248799098747,PATERSON DRIVE,2018,Between 50km/h and 60km/h,W,2018-03-02,346348,5787158,MGA2020 zone 55,3975,53.1,1421,1773,3.38,16.58,LYNBROOK,RIVER GUM,69
"-38.0983119003, 145.334037295","{""coordinates"": [145.334037295, -38.0983119003], ""type"": ""Point""}",-38.098311900337414,145.33403729499028,PLYMOUTH BOULEVARD Clyde North,2019,Between 50km/h and 60km/h,W,2019-02-23,353923,5781967,MGA2020 zone 55,3978,55.5,364,483,17.28,8.7,CLYDE NORTH,EDRINGTON,75
"-38.0765260781, 145.3295437227","{""coordinates"": [145.3295437227, -38.0765260781], ""type"": ""Point""}",-38.07652607811111,145.32954372272613,ROSSITER RETREAT Cranbourne North,2019,Between 30km/h and 40km/h,W,2019-02-26,353486,5784378,MGA2020 zone 55,3977,33.9,546,743,4.79,10.63,CRANBOURNE NORTH,SPRINGFIELD,76
"-38.0819296581, 145.3700643609","{""coordinates"": [145.3700643609, -38.0819296581], ""type"": ""Point""}",-38.08192965807726,145.37006436086733,SKYLARK BOULEVARD Clyde North,2019,Between 50km/h and 60km/h,W,2019-03-19,357051,5783841,MGA2020 zone 55,3978,58.0,1762,2164,5.9,19.92,CLYDE NORTH,EDRINGTON,78
"-38.0372905498, 145.2605384121","{""coordinates"": [145.2605384121, -38.0372905498], ""type"": ""Point""}",-38.037290549816476,145.26053841214414,"CAMPBELL DRIVE, HPK",2018,Between 50km/h and 60km/h,W,2018-06-23,347352,5788620,MGA2020 zone 55,3976,54.1,3495,4328,1.74,11.14,HAMPTON PARK,RIVER GUM,81
"-37.9967586499, 145.241517811","{""coordinates"": [145.241517811, -37.9967586499], ""type"": ""Point""}",-37.996758649923585,145.24151781103697,OAK AVENUE DOVETON,2019,Between 40km/h and 50km/h,W,2019-03-20,345597,5793087,MGA2020 zone 55,3177,49.0,211,297,4.5,8.08,DOVETON,RIVER GUM,83
"-38.0540947356, 145.3543884418","{""coordinates"": [145.3543884418, -38.0540947356], ""type"": ""Point""}",-38.05409473558246,145.35438844175926,BARTON MEWS Berwick,2019,Between 30km/h and 40km/h,W,2019-02-23,355621,5786906,MGA2020 zone 55,3806,37.8,184,225,5.46,19.56,BERWICK,EDRINGTON,85
"-38.0986415032, 145.2603140271","{""coordinates"": [145.2603140271, -38.0986415032], ""type"": ""Point""}",-38.09864150319295,145.26031402708279,BATES STREET,2018,Between 40km/h and 50km/h,W,2018-07-10,347459,5781812,MGA2020 zone 55,3977,46.0,284,376,1.9,9.0,CRANBOURNE WEST,MAYFIELD,88
"-38.0386207307, 145.2579012386","{""coordinates"": [145.2579012386, -38.0386207307], ""type"": ""Point""}",-38.03862073067842,145.25790123857726,CAIRNS ROAD,2019,Between 50km/h and 60km/h,W,2019-05-22,347123,5788469,MGA2020 zone 55,3976,53.0,3967,5216,3.5,10.06,HAMPTON PARK,RIVER GUM,89
"-38.089244443, 145.2652871884","{""coordinates"": [145.2652871884, -38.089244443], ""type"": ""Point""}",-38.089244442984416,145.2652871883597,CALAIS CIRCUIT,2018,Between 40km/h and 50km/h,W,2018-08-16,347876,5782863,MGA2020 zone 55,3977,49.0,1009,1336,4.2,10.11,CRANBOURNE WEST,MAYFIELD,91
"-38.09561308, 145.2769942163","{""coordinates"": [145.2769942163, -38.09561308], ""type"": ""Point""}",-38.09561307998261,145.27699421626332,CIRCLE DRIVE SOUTH,2019,Between 50km/h and 60km/h,W,2019-05-30,348916,5782176,MGA2020 zone 55,3977,54.4,593,745,1.9,11.68,CRANBOURNE,MAYFIELD,94
"-38.0595083714, 145.3208476532","{""coordinates"": [145.3208476532, -38.0595083714], ""type"": ""Point""}",-38.059508371434084,145.32084765322222,ARDBLAIR TERRACE,2019,Between 50km/h and 60km/h,W,2019-11-12,352689,5786252,MGA2020 zone 55,3805,56.8,1512,1967,2.65,10.41,NARRE WARREN SOUTH,SPRINGFIELD,97
"-38.1258501896, 145.2625669991","{""coordinates"": [145.2625669991, -38.1258501896], ""type"": ""Point""}",-38.1258501896229,145.26256699910175,BALLARTO ROAD,2019,More than 60km/h,W,2019-03-26,347713,5778797,MGA2020 zone 55,3977,71.0,609,757,42.2,9.3,BOTANIC RIDGE,BALLA BALLA,98
"-37.9737889779, 145.2588729181","{""coordinates"": [145.2588729181, -37.9737889779], ""type"": ""Point""}",-37.97378897789538,145.25887291814612,MOSSGIEL PARK DRIVE,2018,More than 60km/h,W,2018-06-23,347074,5795664,MGA2020 zone 55,3802,60.4,7944,10418,4.6,9.0,ENDEAVOUR HILLS,FOUR OAKS,100
"-37.9757809684, 145.2461532737","{""coordinates"": [145.2461532737, -37.9757809684], ""type"": ""Point""}",-37.975780968365015,145.24615327371987,JAMES COOK DRIVE,2019,More than 60km/h,W,2019-05-17,345960,5795422,MGA2020 zone 55,3802,60.0,2708,3593,4.4,9.8,ENDEAVOUR HILLS,FOUR OAKS,106
"-38.0034895254, 145.2576766555","{""coordinates"": [145.2576766555, -38.0034895254], ""type"": ""Point""}",-38.00348952540357,145.25767665554213,HARMER ROAD,2018,Between 40km/h and 50km/h,W,2018-08-10,347030,5792366,MGA2020 zone 55,3803,45.0,3514,4559,9.2,9.96,HALLAM,RIVER GUM,107
"-38.0647490735, 145.300376022","{""coordinates"": [145.300376022, -38.0647490735], ""type"": ""Point""}",-38.064749073522805,145.30037602201722,TILMOUTH PLACE,2018,Between 40km/h and 50km/h,W,2018-08-10,350904,5785638,MGA2020 zone 55,3805,45.0,323,419,1.5,8.6,NARRE WARREN SOUTH,SPRINGFIELD,110
"-38.0158927303, 145.3184416408","{""coordinates"": [145.3184416408, -38.0158927303], ""type"": ""Point""}",-38.015892730306824,145.3184416408315,RYELANDS DRIVE,2018,Between 50km/h and 60km/h,W,2018-06-22,352390,5791088,MGA2020 zone 55,3805,57.0,1285,1569,2.74,10.77,NARRE WARREN,FOUR OAKS,112
"-38.0539852679, 145.3143954142","{""coordinates"": [145.3143954142, -38.0539852679], ""type"": ""Point""}",-38.05398526791555,145.31439541418337,WOOD ROAD,2019,Between 50km/h and 60km/h,W,2019-05-21,352112,5786855,MGA2020 zone 55,3805,54.0,4311,5384,2.9,12.22,NARRE WARREN SOUTH,SPRINGFIELD,116
"-38.0013867517, 145.3242529105","{""coordinates"": [145.3242529105, -38.0013867517], ""type"": ""Point""}",-38.00138675173201,145.32425291049728,MONTBRAE CIRCUIT,2020,Between 30km/h and 40km/h,W,2020-02-13,352872,5792707,MGA2020 zone 55,3804,39.7,162,210,5.2,9.05,NARRE WARREN NORTH,FOUR OAKS,128
"-38.0569972197, 145.3556491558","{""coordinates"": [145.3556491558, -38.0569972197], ""type"": ""Point""}",-38.05699721970333,145.355649155843,STREETON WAY,2020,Between 50km/h and 60km/h,W,2020-02-13,355737,5786586,MGA2020 zone 55,3806,55.7,1821,2272,5.1,13.51,BERWICK,EDRINGTON,130
"-38.0572491977, 145.3145199224","{""coordinates"": [145.3145199224, -38.0572491977], ""type"": ""Point""}",-38.057249197714626,145.31451992235054,THE AVENUE,2018,Between 40km/h and 50km/h,W,2018-05-09,352129,5786493,MGA2020 zone 55,3805,47.0,3750,4721,4.8,9.66,NARRE WARREN SOUTH,SPRINGFIELD,131
"-37.9999256382, 145.3139496247","{""coordinates"": [145.3139496247, -37.9999256382], ""type"": ""Point""}",-37.99992563815019,145.31394962471623,AMBER CRESCENT  Narre warren,2018,Between 40km/h and 50km/h,W,2018-03-14,351964,5792853,MGA2020 zone 55,3805,48.6,174,229,7.83,11.35,NARRE WARREN,FOUR OAKS,134
"-38.0459743097, 145.2744851245","{""coordinates"": [145.2744851245, -38.0459743097], ""type"": ""Point""}",-38.045974309675884,145.2744851244764,HIGHMOUNT DRIVE HPK,2019,Between 40km/h and 50km/h,W,2019-02-26,348593,5787680,MGA2020 zone 55,3976,42.6,310,426,3.39,9.39,HAMPTON PARK,RIVER GUM,142
"-38.0824227024, 145.2915293738","{""coordinates"": [145.2915293738, -38.0824227024], ""type"": ""Point""}",-38.08242270237316,145.2915293738323,CAREY STREET Cranbourne Nth,2019,Between 50km/h and 60km/h,W,2019-02-26,350164,5783663,MGA2020 zone 55,3977,55.8,534,715,3.4,12.45,CRANBOURNE NORTH,MAYFIELD,144
"-38.1340767976, 145.329623797","{""coordinates"": [145.329623797, -38.1340767976], ""type"": ""Point""}",-38.13407679758156,145.3296237969807,BALLARTO ROAD clyde,2019,Between 50km/h and 60km/h,W,2019-02-25,353608,5777992,MGA2020 zone 55,3978,59.3,1519,1865,6.15,11.63,CLYDE,BALLA BALLA,145
"-38.0766372469, 145.2442404007","{""coordinates"": [145.2442404007, -38.0766372469], ""type"": ""Point""}",-38.07663724686215,145.24424040069724,LYNDHURST BVD,2018,Between 40km/h and 50km/h,W,2018-05-08,346004,5784227,MGA2020 zone 55,3975,47.9,2350,3200,3.8,11.6,LYNDHURST,MAYFIELD,147
"-38.0689555198, 145.2479522888","{""coordinates"": [145.2479522888, -38.0689555198], ""type"": ""Point""}",-38.06895551982261,145.24795228882726,LYNDHURST BVD,2018,Between 40km/h and 50km/h,W,2018-05-08,346313,5785086,MGA2020 zone 55,3975,45.4,5827,7480,3.5,13.5,LYNDHURST,MAYFIELD,149
"-38.0848814093, 145.3196252953","{""coordinates"": [145.3196252953, -38.0848814093], ""type"": ""Point""}",-38.08488140931309,145.31962529528425,MICKLEHAM DRIVE,2018,Between 40km/h and 50km/h,W,2018-03-02,352633,5783435,MGA2020 zone 55,3977,47.6,222,309,2.94,11.0,CRANBOURNE NORTH,SPRINGFIELD,156
"-38.03756199, 145.3171649747","{""coordinates"": [145.3171649747, -38.03756199], ""type"": ""Point""}",-38.0375619899974,145.3171649746526,NORFOLK DRIVE,2019,Between 50km/h and 60km/h,W,2019-05-30,352322,5788682,MGA2020 zone 55,3805,56.2,1884,2281,1.5,13.81,NARRE WARREN,SPRINGFIELD,158
"-38.0275512642, 145.2980482927","{""coordinates"": [145.2980482927, -38.0275512642], ""type"": ""Point""}",-38.02755126420511,145.29804829273425,CENTRE ROAD - NARRE WARREN,2019,More than 60km/h,W,2019-09-02,350624,5789762,MGA2020 zone 55,3805,65.4,485,666,5.8,9.71,NARRE WARREN,SPRINGFIELD,160
"-38.0492206457, 145.3268592825","{""coordinates"": [145.3268592825, -38.0492206457], ""type"": ""Point""}",-38.04922064566368,145.326859282523,CENTRE ROAD,2019,More than 60km/h,W,2019-11-12,353196,5787403,MGA2020 zone 55,3806,61.0,5774,7133,5.44,11.12,BERWICK,EDRINGTON,161
"-37.9507715302, 145.2484011334","{""coordinates"": [145.2484011334, -37.9507715302], ""type"": ""Point""}",-37.95077153024257,145.24840113342913,CHURCHILL PARK DRIVE,2019,More than 60km/h,W,2019-08-26,346106,5798201,MGA2020 zone 55,3156,72.4,7590,9406,2.2,12.97,LYSTERFIELD SOUTH,FOUR OAKS,164
"-38.0844018252, 145.315617184","{""coordinates"": [145.315617184, -38.0844018252], ""type"": ""Point""}",-38.08440182524276,145.31561718396642,WILLIAM THWAITES BOULEVARD,2019,Between 40km/h and 50km/h,W,2019-08-26,352280,5783482,MGA2020 zone 55,3977,49.7,3617,4572,3.8,11.62,CRANBOURNE NORTH,SPRINGFIELD,174
"-38.0848935032, 145.3622732473","{""coordinates"": [145.3622732473, -38.0848935032], ""type"": ""Point""}",-38.08489350315804,145.36227324730805,SOLDIERS ROAD,2021,More than 60km/h,W,2021-03-23,356373,5783500,MGA2020 zone 55,3978,69.0,3019,3385,9.6,18.1,CLYDE NORTH,EDRINGTON,184
"-38.2133113693, 145.315300236","{""coordinates"": [145.315300236, -38.2133113693], ""type"": ""Point""}",-38.21331136929143,145.31530023596707,CANNONS CREEK ROAD,2021,Between 50km/h and 60km/h,W,2021-03-23,352512,5769177,MGA2020 zone 55,3977,53.8,277,336,3.9,10.1,CANNONS CREEK,BALLA BALLA,189
"-38.0627844292, 145.3481947003","{""coordinates"": [145.3481947003, -38.0627844292], ""type"": ""Point""}",-38.06278442921655,145.3481947003346,BRIDGEWATER BLVD,2021,Between 50km/h and 60km/h,W,2021-03-23,355095,5785932,MGA2020 zone 55,3806,55.5,2218,2751,6.4,14.9,BERWICK,EDRINGTON,195
"-38.1176477792, 145.3316872201","{""coordinates"": [145.3316872201, -38.1176477792], ""type"": ""Point""}",-38.11764777924724,145.3316872200523,BLUNDY BOULEVARD,2021,Between 50km/h and 60km/h,W,2021-03-23,353756,5779818,MGA2020 zone 55,3978,52.4,652,873,2.7,8.38,CLYDE NORTH,EDRINGTON,196
